,ratio,rndint,dataset,learning_rate,batchsize,epochs,loss,time,mape,r2,mape_test,r2_test,mape_interpolation,r2_interpolation
0,0.05,111.0,Grid1296,0.001,5.0,200.0,43.54401779174805,2.3412866592407227,0.0528232955849428,-0.8339465746693087,0.0523493073468878,-0.6194254236947685,0.0752293641300289,-2.2340641037996485
1,0.05,111.0,Grid2401,0.001,8.0,200.0,17.110321044921875,2.3475728034973145,0.0319070807625795,0.3301033549102316,0.0446124218078212,-0.0869614010607342,0.0755824803653801,-4.466336971735108
2,0.05,111.0,Sobol1,0.001,5.0,200.0,27.852075576782227,4.245975971221924,0.0738682581820907,-3.1417255891363185,0.0898625474966091,-2.945203898955686,0.0777407034794123,-1.9738104235180056
3,0.05,111.0,Sobol2,0.001,5.0,200.0,20.915721893310547,3.589101791381836,0.0637138805451904,-0.5123486157984234,0.0982445370681779,-2.9990900689437225,0.0769262905379535,-1.2761449791568729
4,0.05,147.0,Grid1296,0.001,5.0,200.0,29.129955291748047,2.3336780071258545,0.0574716866446728,-0.2115518086598118,0.0542223955869366,-0.0532083865045713,0.0753004330807263,-1.1297547308681364
5,0.05,147.0,Grid2401,0.001,8.0,200.0,20.744171142578125,2.349095106124878,0.0350642264818005,0.2060725671414142,0.0450839064221837,-0.2065328595082194,0.0759342871952729,-4.80432911835398
6,0.05,147.0,Sobol1,0.001,5.0,200.0,100.16193389892578,4.240048170089722,0.0981594945057448,0.2057858595544928,0.1031827467979606,0.0378236130595071,0.099274003477415,0.0922996602806276
7,0.05,147.0,Sobol2,0.001,5.0,200.0,82.38453674316406,3.602368831634521,0.1036450273664326,-0.5057969361291808,0.0937166859149889,-0.5660940436997857,0.0795675392584448,-0.0442615740445018
8,0.05,16.0,Grid1296,0.001,5.0,200.0,20.144323348999023,2.3345656394958496,0.0413199735594341,-0.2977048691467983,0.0538920823573338,-0.5971823800438123,0.0760831869761854,-2.232562449032299
9,0.05,16.0,Grid2401,0.001,8.0,200.0,28.454566955566406,2.339622974395752,0.0446013564863061,0.2902080254645051,0.0437005785457434,0.2296879237268663,0.078493662033478,-3.661894722028893
10,0.05,16.0,Sobol1,0.001,5.0,200.0,56.50292205810547,4.215188264846802,0.0813936046828364,-1.094132425081168,0.0879896285167176,-1.431670944649544,0.0744790222777045,-0.6819687668791854
11,0.05,16.0,Sobol2,0.001,5.0,200.0,79.1729736328125,3.59109115600586,0.08040771232153,-3.885291340700495,0.0951719914508777,-4.763765894340978,0.0757610862018651,-2.5236039677596875
12,0.05,171.0,Grid1296,0.001,5.0,200.0,65.86605834960938,2.35512924194336,0.0543190104759233,0.1228566156584404,0.0541979595368453,0.2295562152669108,0.0752834151470718,-0.6365297745316516
13,0.05,171.0,Grid2401,0.001,8.0,200.0,42.32223510742188,2.35953140258789,0.0357771724426887,-0.4669826318659154,0.0475616816704557,-1.5022781076765162,0.0800401301768531,-8.891911822442937
14,0.05,171.0,Sobol1,0.001,5.0,200.0,96.74256896972656,4.266370296478272,0.0950648555407862,-3.090067744511866,0.0885190136622111,-2.496830264307557,0.0767350231446252,-1.5514931127908946
15,0.05,171.0,Sobol2,0.001,5.0,200.0,29.171875,3.6303770542144775,0.0781213282918136,-1.5033484518905782,0.0947693597564095,-2.6789770823003973,0.0767709344574666,-1.308150791029386
16,0.05,180.0,Grid1296,0.001,5.0,200.0,43.64020919799805,2.313882112503052,0.0570520404369015,-2.27784431223575,0.05440157331261,-2.577497161901088,0.0768983039611344,-5.746053351101295
